R_amplitude,P_amplitude,T_amplitude,RR0_s,RR1_s,Heart_rate_bpm,PR_ms,True_Label,Predicted_Label
1.9004260301589966,0.24212127923965454,0.049086544662714005,1.255555510520935,1.2000000476837158,47.7876091003418,44.44444274902344,N,N
1.9240071773529053,0.2699410915374756,0.03945590928196907,1.2000000476837158,1.25,50.0,47.22222137451172,N,N
2.064854860305786,0.23933251202106476,0.030510030686855316,1.25,1.2194443941116333,48.0,52.77777862548828,N,N
1.7823864221572876,0.2542649209499359,0.06450589001178741,1.2194443941116333,1.2472221851348877,49.20273208618164,47.22222137451172,N,N
1.9792869091033936,0.2521699368953705,0.052724819630384445,1.2472221851348877,1.2361111640930176,48.106903076171875,50.0,N,N
1.8400335311889648,0.22966094315052032,0.035416487604379654,1.2361111640930176,1.2027777433395386,48.53932571411133,52.77777862548828,N,N
1.8531173467636108,0.2812649607658386,0.03913400322198868,1.2027777433395386,1.2583333253860474,49.884525299072266,52.77777862548828,N,N
1.90541672706604,0.23948821425437927,0.05284065008163452,1.2583333253860474,1.2472221851348877,47.6821174621582,52.77777862548828,N,N
1.786208152770996,0.2804808020591736,0.045367270708084106,1.2472221851348877,1.2611111402511597,48.106903076171875,55.55555725097656,N,N
2.001439332962036,0.07553601264953613,0.044923484325408936,1.2611111402511597,1.25,47.577091217041016,125.0,N,N
1.7725343704223633,0.2433052510023117,0.047847386449575424,1.25,1.1916667222976685,48.0,50.0,N,N
1.9562112092971802,0.2433052510023117,0.05034509673714638,1.1916667222976685,1.2277777194976807,50.34965133666992,1241.6666259765625,N,N
1.9194186925888062,0.25781604647636414,0.053730323910713196,1.2277777194976807,1.2194443941116333,48.868778228759766,47.22222137451172,N,N
2.0249550342559814,0.0809551477432251,0.06762003153562546,1.2194443941116333,1.2666666507720947,49.20273208618164,127.77777862548828,N,N
1.5696649551391602,0.2501426637172699,0.009216578677296638,1.2666666507720947,1.2083333730697632,47.3684196472168,52.77777862548828,N,N
2.0297343730926514,0.23894482851028442,0.04483569785952568,1.2083333730697632,1.3194444179534912,49.655174255371094,50.0,N,N
2.010660171508789,0.07819215953350067,0.04940556734800339,1.3194444179534912,1.288888931274414,45.47368240356445,133.3333282470703,N,N
1.959600567817688,0.2768549919128418,0.041726913303136826,1.288888931274414,1.2583333253860474,46.55172348022461,52.77777862548828,N,N
1.8021090030670166,0.2894936203956604,0.020191719755530357,1.2583333253860474,1.2138888835906982,47.6821174621582,47.22222137451172,N,N
2.049203872680664,0.07296469062566757,0.035367436707019806,1.2138888835906982,1.211111068725586,49.42791748046875,127.77777862548828,N,N
1.7778080701828003,0.2916620671749115,0.029835140332579613,1.211111068725586,1.1666666269302368,49.541282653808594,50.0,N,N
2.0567338466644287,0.08475807309150696,0.044848471879959106,1.1666666269302368,1.2000000476837158,51.42856979370117,130.55555725097656,N,N
1.7871007919311523,0.26934194564819336,0.051656849682331085,1.2000000476837158,1.1472222805023193,50.0,50.0,N,N
1.9771690368652344,0.2715107798576355,0.042276278138160706,1.1472222805023193,1.230555534362793,52.30024337768555,47.22222137451172,N,N
1.986642837524414,0.2580815851688385,0.05225937068462372,1.230555534362793,1.2666666507720947,48.75846481323242,50.0,N,N
1.766090750694275,0.2469421625137329,0.06740482151508331,1.2666666507720947,1.1833332777023315,47.3684196472168,50.0,N,N
1.7855744361877441,0.2607712149620056,0.06161661073565483,1.1833332777023315,1.244444489479065,50.7042236328125,52.77777862548828,N,N
1.810438632965088,0.21988430619239807,0.0440218411386013,1.244444489479065,1.1472222805023193,48.21428680419922,50.0,N,N
1.8061336278915405,0.2556879222393036,0.04166049510240555,1.1472222805023193,1.211111068725586,52.30024337768555,50.0,N,N
1.936164140701294,0.24469077587127686,0.04526347294449806,1.211111068725586,1.2416666746139526,49.541282653808594,50.0,N,N
1.9295002222061157,0.2614666819572449,0.022121183574199677,1.2416666746139526,1.1888889074325562,48.322147369384766,50.0,N,N
1.8301116228103638,0.2869214713573456,0.022059505805373192,1.1888889074325562,1.2166666984558105,50.467288970947266,52.77777862548828,N,N
2.004932165145874,0.2869214713573456,0.03462016582489014,1.2166666984558105,1.1972222328186035,49.315067291259766,1269.4444580078125,N,N
1.8303354978561401,0.24858172237873077,0.03864601254463196,1.1972222328186035,1.211111068725586,50.11600875854492,50.0,N,N
1.9662295579910278,0.07377143204212189,0.04244133085012436,1.211111068725586,1.225000023841858,49.541282653808594,138.88888549804688,N,N
1.9758214950561523,0.07939723879098892,0.03883889317512512,1.225000023841858,1.2388888597488403,48.979591369628906,130.55555725097656,N,N
1.9090934991836548,0.2785782516002655,0.031838465481996536,1.2388888597488403,1.230555534362793,48.43049240112305,50.0,N,N
2.0307729244232178,0.26818498969078064,0.024134572595357895,1.230555534362793,1.2000000476837158,48.75846481323242,50.0,N,N
1.9787567853927612,0.2562289237976074,0.03517494723200798,1.2000000476837158,1.2222222089767456,50.0,47.22222137451172,N,N
1.8151439428329468,0.2722198963165283,0.028023820370435715,1.2222222089767456,1.2222222089767456,49.09090805053711,50.0,N,N
2.0141444206237793,0.2462378442287445,0.028988881036639214,1.2222222089767456,1.2388888597488403,49.09090805053711,50.0,N,N
1.913107991218567,0.27024132013320923,0.027693210169672966,1.2388888597488403,1.1749999523162842,48.43049240112305,52.77777862548828,N,N
1.9971178770065308,0.27024132013320923,0.021627118811011314,1.1749999523162842,1.1749999523162842,51.0638313293457,1227.77783203125,N,N
1.985947847366333,0.2793339192867279,0.03126930072903633,1.1749999523162842,1.2166666984558105,51.0638313293457,47.22222137451172,N,N
1.9400683641433716,0.3022039830684662,0.04057798534631729,1.2166666984558105,1.274999976158142,49.315067291259766,47.22222137451172,N,N
1.9991827011108398,0.07128217071294785,0.05192705616354942,1.274999976158142,1.2416666746139526,47.05882263183594,130.55555725097656,N,N
1.852675437927246,0.27058878540992737,0.03567226603627205,1.2416666746139526,1.2416666746139526,48.322147369384766,50.0,N,N
2.0336151123046875,0.2675129473209381,0.03376634791493416,1.2416666746139526,1.2611111402511597,48.322147369384766,47.22222137451172,N,N
1.8845171928405762,0.2550658881664276,0.026547830551862717,1.2611111402511597,1.211111068725586,47.577091217041016,50.0,N,N
1.9996168613433838,0.27365219593048096,0.05203906074166298,1.211111068725586,1.2666666507720947,49.541282653808594,52.77777862548828,N,N
1.9498531818389893,0.27399662137031555,0.028926454484462738,1.2666666507720947,1.25,47.3684196472168,50.0,N,N
1.9213961362838745,0.3039304316043854,0.0273275189101696,1.25,1.225000023841858,48.0,50.0,N,N
1.7868037223815918,0.3224395513534546,0.06649003177881241,1.225000023841858,1.2666666507720947,48.979591369628906,52.77777862548828,N,N
1.8112355470657349,0.06766372919082642,0.07206052541732788,1.2666666507720947,1.288888931274414,47.3684196472168,127.77777862548828,N,N
1.7822500467300415,0.2501738965511322,0.04583732783794403,1.288888931274414,1.2527778148651123,46.55172348022461,50.0,N,N
1.6842387914657593,0.29142141342163086,0.035561300814151764,1.2527778148651123,1.1888889074325562,47.89356994628906,52.77777862548828,N,N
1.9399244785308838,0.26319360733032227,0.05265028774738312,1.1888889074325562,1.2333333492279053,50.467288970947266,50.0,N,N
1.8232897520065308,0.23232899606227875,0.033148616552352905,1.2333333492279053,1.1666666269302368,48.64864730834961,50.0,N,N
1.6511844396591187,0.27734383940696716,0.030696745961904526,1.1666666269302368,1.230555534362793,51.42856979370117,52.77777862548828,N,N
1.8613989353179932,0.07497106492519379,0.029453083872795105,1.230555534362793,1.1805555820465088,48.75846481323242,125.0,N,N
1.7876033782958984,0.24721916019916534,0.0546586774289608,1.1805555820465088,1.2000000476837158,50.82352828979492,47.22222137451172,N,N
1.818835735321045,0.26067328453063965,0.0461256168782711,1.2000000476837158,1.1944444179534912,50.0,47.22222137451172,N,N
2.0322415828704834,0.2768235206604004,0.05301467701792717,1.1944444179534912,1.2416666746139526,50.23255920410156,47.22222137451172,N,N
1.7552673816680908,0.2706255316734314,0.034510500729084015,1.2416666746139526,1.1611111164093018,48.322147369384766,50.0,N,N
2.069237470626831,0.2682400047779083,0.03078451380133629,1.1611111164093018,1.244444489479065,51.67464065551758,50.0,N,N
1.9923118352890015,0.2659156620502472,0.058727771043777466,1.244444489479065,1.2194443941116333,48.21428680419922,50.0,N,N
1.8208491802215576,0.2770426571369171,-0.006178183481097221,1.2194443941116333,1.211111068725586,49.20273208618164,50.0,N,N
1.8454372882843018,0.27654722332954407,0.039916880428791046,1.211111068725586,1.244444489479065,49.541282653808594,50.0,N,N
1.6999568939208984,0.2491607517004013,0.05709632486104965,1.244444489479065,1.1777777671813965,48.21428680419922,50.0,N,N
1.912982702255249,0.2849898636341095,0.0430244505405426,1.1777777671813965,1.2166666984558105,50.943397521972656,50.0,N,N
2.054985523223877,0.260715514421463,0.05418434739112854,1.2166666984558105,1.2472221851348877,49.315067291259766,50.0,N,N
1.7433340549468994,0.26181575655937195,0.061388805508613586,1.2472221851348877,1.2083333730697632,48.106903076171875,47.22222137451172,N,N
2.0582456588745117,0.2560757100582123,0.010665594600141048,1.2083333730697632,1.211111068725586,49.655174255371094,50.0,N,N
2.039537191390991,0.2560757100582123,0.019522054120898247,1.211111068725586,1.163888931274414,49.541282653808594,1261.111083984375,N,N
1.9805374145507812,0.26699551939964294,0.015119311399757862,1.163888931274414,1.2222222089767456,51.55131149291992,50.0,N,N
2.0604653358459473,0.23855547606945038,0.03167914226651192,1.2222222089767456,1.1777777671813965,49.09090805053711,52.77777862548828,N,N
1.8294399976730347,0.2511954605579376,0.016701029613614082,1.1777777671813965,1.2055555582046509,50.943397521972656,50.0,N,N
2.166173219680786,0.2511954605579376,0.03707151487469673,1.2055555582046509,1.1916667222976685,49.76958465576172,1255.5555419921875,N,N
1.862625241279602,0.2514105439186096,0.033227331936359406,1.1916667222976685,1.2027777433395386,50.34965133666992,50.0,N,N
2.1657052040100098,0.2514105439186096,0.02073567733168602,1.2027777433395386,1.2333333492279053,49.884525299072266,1252.77783203125,N,N
2.007795572280884,0.24049323797225952,0.031070219352841377,1.2333333492279053,1.1972222328186035,48.64864730834961,50.0,N,N
1.9554497003555298,0.265966534614563,0.04309496283531189,1.1972222328186035,1.2361111640930176,50.11600875854492,47.22222137451172,N,N
2.0298566818237305,0.22831043601036072,0.04247135668992996,1.2361111640930176,1.163888931274414,48.53932571411133,50.0,N,N
1.8379695415496826,0.26845964789390564,0.045202068984508514,1.163888931274414,1.1666666269302368,51.55131149291992,50.0,N,N
2.083752393722534,0.256718248128891,0.04199075698852539,1.1666666269302368,1.2194443941116333,51.42856979370117,50.0,N,N
1.7997021675109863,0.2709615230560303,0.048358555883169174,1.2194443941116333,1.1888889074325562,49.20273208618164,50.0,N,N
2.034059762954712,0.2569207549095154,0.030607305467128754,1.1888889074325562,1.2388888597488403,50.467288970947266,52.77777862548828,N,N
1.7199039459228516,0.25590333342552185,0.06532026082277298,1.2388888597488403,1.1527777910232544,48.43049240112305,50.0,N,N
1.6656264066696167,0.21327881515026093,0.06536631286144257,1.1527777910232544,1.2138888835906982,52.04819107055664,47.22222137451172,N,N
1.7977755069732666,0.21669216454029083,0.06138310581445694,1.2138888835906982,1.2333333492279053,49.42791748046875,50.0,N,N
1.7003488540649414,0.2326086163520813,0.05650131776928902,1.2333333492279053,1.2083333730697632,48.64864730834961,47.22222137451172,N,N
1.9747929573059082,0.2326086163520813,0.05839614197611809,1.2083333730697632,1.2055555582046509,49.655174255371094,1255.5555419921875,N,N
1.8375260829925537,0.24319908022880554,0.04873766005039215,1.2055555582046509,1.1861110925674438,49.76958465576172,50.0,N,N
1.9343032836914062,0.09189718216657639,0.05151110142469406,1.1861110925674438,1.2388888597488403,50.585479736328125,130.55555725097656,N,N
2.0001466274261475,0.2765538692474365,0.04426833987236023,1.2388888597488403,1.163888931274414,48.43049240112305,47.22222137451172,N,N
1.8015843629837036,0.27686721086502075,0.02819913998246193,1.163888931274414,1.2138888835906982,51.55131149291992,50.0,N,N
2.0671157836914062,0.2671699523925781,0.03114563785493374,1.2138888835906982,1.1722222566604614,49.42791748046875,50.0,N,N
1.809617280960083,0.2667860984802246,0.035905275493860245,1.1722222566604614,1.1861110925674438,51.18483352661133,50.0,N,N
2.0765750408172607,0.2667860984802246,0.03534649312496185,1.1861110925674438,1.2194443941116333,50.585479736328125,1236.111083984375,N,N
1.805617094039917,0.24788148701190948,0.04999054968357086,1.2194443941116333,1.1833332777023315,49.20273208618164,50.0,N,N
2.0178403854370117,0.06876018643379211,0.06370358914136887,1.1833332777023315,1.2027777433395386,50.7042236328125,136.11111450195312,N,N
1.8450783491134644,0.2527421712875366,0.04898009076714516,1.2027777433395386,1.1416666507720947,49.884525299072266,47.22222137451172,N,N
1.9130280017852783,0.2670586109161377,0.041159167885780334,1.1416666507720947,1.2222222089767456,52.554744720458984,50.0,N,N
1.9840779304504395,0.26594656705856323,0.038001857697963715,1.2222222089767456,1.1916667222976685,49.09090805053711,52.77777862548828,N,N
1.7006222009658813,0.28982841968536377,0.058275870978832245,1.1916667222976685,1.2000000476837158,50.34965133666992,52.77777862548828,N,N
1.9368484020233154,0.06588280946016312,0.048264846205711365,1.2000000476837158,1.1694444417953491,50.0,127.77777862548828,N,N
1.7987443208694458,0.24311861395835876,0.007687359116971493,1.1694444417953491,1.1722222566604614,51.30641174316406,52.77777862548828,N,N
1.6633867025375366,0.12569202482700348,0.052461132407188416,1.1722222566604614,1.2027777433395386,51.18483352661133,133.3333282470703,N,N
1.4600952863693237,0.21163198351860046,0.07704001665115356,1.2027777433395386,1.149999976158142,49.884525299072266,50.0,N,N
1.5035738945007324,0.2469598352909088,0.03850686922669411,1.149999976158142,1.2361111640930176,52.173912048339844,55.55555725097656,N,N
1.8157464265823364,0.2601577043533325,0.055265624076128006,1.2361111640930176,1.163888931274414,48.53932571411133,52.77777862548828,N,N
1.668757677078247,0.24560332298278809,0.04508395120501518,1.163888931274414,1.1833332777023315,51.55131149291992,50.0,N,N
1.96329665184021,0.08200381696224213,0.03759097680449486,1.1833332777023315,1.2055555582046509,50.7042236328125,133.3333282470703,N,N
1.7307831048965454,0.2540070414543152,0.0496390163898468,1.2055555582046509,1.2055555582046509,49.76958465576172,47.22222137451172,N,N
2.0464327335357666,0.26400336623191833,0.03355807065963745,1.2055555582046509,1.2027777433395386,49.76958465576172,47.22222137451172,N,N
1.8254714012145996,0.2996007800102234,0.05969575047492981,1.2027777433395386,1.2000000476837158,49.884525299072266,47.22222137451172,N,N
2.0139143466949463,0.2714393734931946,0.06857951730489731,1.2000000476837158,1.2388888597488403,50.0,50.0,N,N
1.9860769510269165,0.20475897192955017,0.05920019373297691,1.2388888597488403,1.1944444179534912,48.43049240112305,50.0,N,N
1.547990083694458,0.2591763436794281,0.034157589077949524,1.1944444179534912,1.2277777194976807,50.23255920410156,50.0,N,N
1.7523001432418823,0.2666400671005249,0.05424897000193596,1.2277777194976807,1.211111068725586,48.868778228759766,50.0,N,N
1.7915208339691162,0.2658930718898773,0.05828818306326866,1.211111068725586,1.1777777671813965,49.541282653808594,52.77777862548828,N,N
1.9313362836837769,0.2747105658054352,0.01948312483727932,1.1777777671813965,1.2416666746139526,50.943397521972656,52.77777862548828,N,N
1.994803547859192,0.2545386254787445,0.043955642729997635,1.2416666746139526,1.230555534362793,48.322147369384766,50.0,N,N
1.82595956325531,0.2676968276500702,0.04651360958814621,1.230555534362793,1.2000000476837158,48.75846481323242,52.77777862548828,N,N
2.002641201019287,0.07121249288320541,0.025101691484451294,1.2000000476837158,1.2166666984558105,50.0,127.77777862548828,N,N
2.127155065536499,0.2563762068748474,0.04536103829741478,1.2166666984558105,1.2416666746139526,49.315067291259766,50.0,N,N
1.9041297435760498,0.2814767360687256,0.05195969343185425,1.2416666746139526,1.2083333730697632,48.322147369384766,55.55555725097656,N,N
2.1745293140411377,0.2771833539009094,0.03392672538757324,1.2083333730697632,1.2527778148651123,49.655174255371094,50.0,N,N
2.0319740772247314,0.24092531204223633,0.041801583021879196,1.2527778148651123,1.1861110925674438,47.89356994628906,52.77777862548828,N,N
1.983687400817871,0.2923659682273865,-0.03203852102160454,1.1861110925674438,1.2027777433395386,50.585479736328125,52.77777862548828,N,N
1.9129124879837036,0.27657008171081543,0.03543037176132202,1.2027777433395386,1.1916667222976685,49.884525299072266,50.0,N,N
1.4442631006240845,0.23592150211334229,0.06982363015413284,1.1916667222976685,1.1888889074325562,50.34965133666992,50.0,N,N
1.7305294275283813,0.2345186322927475,0.062263790518045425,1.1888889074325562,1.2388888597488403,50.467288970947266,55.55555725097656,N,N
1.8291244506835938,0.2527289092540741,0.05488981679081917,1.2388888597488403,1.1833332777023315,48.43049240112305,52.77777862548828,N,N
1.8881168365478516,0.2707849144935608,0.06325794011354446,1.1833332777023315,1.2333333492279053,50.7042236328125,47.22222137451172,N,N
2.0742053985595703,0.23350752890110016,0.046407438814640045,1.2333333492279053,1.255555510520935,48.64864730834961,50.0,N,N
1.881293535232544,0.29723215103149414,0.022566301748156548,1.255555510520935,1.2833333015441895,47.7876091003418,52.77777862548828,N,N
2.202845335006714,0.25971153378486633,0.04084082692861557,1.2833333015441895,1.2194443941116333,46.75324630737305,47.22222137451172,N,N
2.038289785385132,0.2517368793487549,0.057308223098516464,1.2194443941116333,1.230555534362793,49.20273208618164,50.0,N,N
1.9695513248443604,0.2753347158432007,0.027880586683750153,1.230555534362793,1.2361111640930176,48.75846481323242,50.0,N,N
2.1891188621520996,0.2800222337245941,0.02930758334696293,1.2361111640930176,1.2027777433395386,48.53932571411133,50.0,N,N
2.0812501907348633,0.2766236960887909,0.07472185045480728,1.2027777433395386,1.25,49.884525299072266,47.22222137451172,N,N
2.080840587615967,0.26975327730178833,0.04859389737248421,1.25,1.2138888835906982,48.0,52.77777862548828,N,N
1.94680655002594,0.2871865928173065,0.03545930236577988,1.2138888835906982,1.2722222805023193,49.42791748046875,50.0,N,N
2.1090269088745117,0.2871865928173065,0.06380297243595123,1.2722222805023193,1.2777777910232544,47.16157150268555,1322.22216796875,N,N
1.824306845664978,0.25180643796920776,0.0637407898902893,1.2777777910232544,1.25,46.956520080566406,50.0,N,N
2.1334283351898193,0.2765604555606842,0.01861751452088356,1.25,1.230555534362793,48.0,52.77777862548828,N,N
2.115830183029175,0.2765604555606842,0.05334676802158356,1.230555534362793,1.2194443941116333,48.75846481323242,1283.3333740234375,N,N
1.8159199953079224,0.28102079033851624,0.04001712054014206,1.2194443941116333,1.2416666746139526,49.20273208618164,47.22222137451172,N,N
2.086730480194092,0.2645680010318756,0.04258498549461365,1.2416666746139526,1.211111068725586,48.322147369384766,52.77777862548828,N,N
1.7852985858917236,0.2665114402770996,0.058940332382917404,1.211111068725586,1.2166666984558105,49.541282653808594,50.0,N,N
2.0567240715026855,0.2691633105278015,0.03761136159300804,1.2166666984558105,1.211111068725586,49.315067291259766,50.0,N,N
1.9150809049606323,0.27521759271621704,0.036240942776203156,1.211111068725586,1.2000000476837158,49.541282653808594,55.55555725097656,N,N
1.8987280130386353,0.2747216522693634,0.028744563460350037,1.2000000476837158,1.2416666746139526,50.0,52.77777862548828,N,N
2.0404891967773438,0.2469121813774109,0.04181123152375221,1.2416666746139526,1.225000023841858,48.322147369384766,50.0,N,N
1.7425651550292969,0.29670119285583496,0.049051433801651,1.225000023841858,1.2388888597488403,48.979591369628906,55.55555725097656,N,N
2.028482675552368,0.07232972979545593,0.045517999678850174,1.2388888597488403,1.1972222328186035,48.43049240112305,130.55555725097656,N,N
1.9527703523635864,0.2491392195224762,0.04782451316714287,1.1972222328186035,1.2055555582046509,50.11600875854492,50.0,N,N
1.8256137371063232,0.2971467077732086,0.03726605698466301,1.2055555582046509,1.2138888835906982,49.76958465576172,55.55555725097656,N,N
2.0160820484161377,0.27027514576911926,0.03526986017823219,1.2138888835906982,1.2138888835906982,49.42791748046875,47.22222137451172,N,N
1.8249354362487793,0.25923821330070496,0.07611537724733353,1.2138888835906982,1.1972222328186035,49.42791748046875,47.22222137451172,N,N
1.8918746709823608,0.28451302647590637,0.017752530053257942,1.1972222328186035,1.2055555582046509,50.11600875854492,52.77777862548828,N,N
1.973742127418518,0.2555707097053528,0.03977589309215546,1.2055555582046509,1.2416666746139526,49.76958465576172,50.0,N,N
1.944811463356018,0.24846844375133514,0.0525941476225853,1.2416666746139526,1.2277777194976807,48.322147369384766,47.22222137451172,N,N
1.77774977684021,0.3091548681259155,0.03971007838845253,1.2277777194976807,1.2388888597488403,48.868778228759766,55.55555725097656,N,N
2.058312177658081,0.28920814394950867,0.04228051006793976,1.2388888597488403,1.211111068725586,48.43049240112305,52.77777862548828,N,N
1.8985682725906372,0.26720449328422546,0.055418454110622406,1.211111068725586,1.1833332777023315,49.541282653808594,50.0,N,N
1.8554913997650146,0.27718067169189453,0.042134422808885574,1.1833332777023315,1.2138888835906982,50.7042236328125,52.77777862548828,N,N
2.0864861011505127,0.08090872317552567,0.04549563676118851,1.2138888835906982,1.2166666984558105,49.42791748046875,127.77777862548828,N,N
1.9378410577774048,0.25824856758117676,0.06852215528488159,1.2166666984558105,1.163888931274414,49.315067291259766,50.0,N,N
1.8012819290161133,0.23656722903251648,0.05864372104406357,1.163888931274414,1.1972222328186035,51.55131149291992,44.44444274902344,N,N
1.9947758913040161,0.06805345416069031,0.06767091900110245,1.1972222328186035,1.2277777194976807,50.11600875854492,177.77777099609375,N,N
1.8637170791625977,0.225796639919281,0.06431996822357178,1.2277777194976807,1.1722222566604614,48.868778228759766,47.22222137451172,N,N
1.7874232530593872,0.2858840227127075,0.069533571600914,1.1722222566604614,1.2527778148651123,51.18483352661133,47.22222137451172,N,N
1.9724656343460083,0.24635553359985352,0.0583936907351017,1.2527778148651123,1.2000000476837158,47.89356994628906,50.0,N,N
1.6750284433364868,0.29342174530029297,0.05883900076150894,1.2000000476837158,1.1694444417953491,50.0,47.22222137451172,N,N
1.9801522493362427,0.25210198760032654,0.06420204788446426,1.1694444417953491,1.2000000476837158,51.30641174316406,52.77777862548828,N,N
1.8605159521102905,0.23882901668548584,0.038421764969825745,1.2000000476837158,1.1916667222976685,50.0,52.77777862548828,N,N
2.068343162536621,0.2850193977355957,0.04209235683083534,1.1916667222976685,1.1861110925674438,50.34965133666992,55.55555725097656,N,N
1.8590741157531738,0.22851373255252838,0.05872686579823494,1.1861110925674438,1.119444489479065,50.585479736328125,50.0,N,N
2.0500452518463135,0.08205313235521317,0.03293122723698616,1.119444489479065,1.1722222566604614,53.59801483154297,130.55555725097656,N,N
2.0019173622131348,0.2532424330711365,0.046450089663267136,1.1722222566604614,1.1361111402511597,51.18483352661133,55.55555725097656,N,N
1.9369847774505615,0.07795228064060211,0.04411862790584564,1.1361111402511597,1.211111068725586,52.811737060546875,133.3333282470703,N,N
2.054152488708496,0.2224133461713791,0.05995960161089897,1.211111068725586,1.1361111402511597,49.541282653808594,47.22222137451172,N,N
1.8318778276443481,0.2823562026023865,0.025537969544529915,1.1361111402511597,1.2000000476837158,52.811737060546875,50.0,N,N
